Species,Family,Sitename,Continent,Site_No,Cont_No,Species_No,Vcmax,Jmax,Rd,Vcmax_SE,Jmax_SE,Rd_SE,Photo,Tleaf,CO2S,PARi,LMA,Perc_N,Perc_P,Narea,Parea,Photomass,Jmaxmass,Vcmaxmass,Nmass,Pmass,NPratio,Plim_status
Bonamia tricantha,Convolvulaceae,Panama_Parque_Metropol,S_Amer,53,56,27,66,143.2,0.33,2.5,3.8,0.43,14.4,30.4,396,999,93.44,2.4,0.145,2.24,0.14,154.1,1532.9,706,24,1.45,16.5,Mod. P
Castilla elastica,Moraceae,Panama_Parque_Metropol,S_Amer,53,83,56,58.7,81.1,-0.19,10.5,5.4,0.85,13.2,30.1,400,1000,84.92,2.61,0.153,2.2,0.13,155.4,955.2,690.8,26.13,1.53,17.1,Mod. P
Cecropia obtusifolia,Urticaceae,Panama_Parque_Metropol,S_Amer,53,87,84,72,134.4,0.19,3.7,4.6,0.53,18.9,28,385,1000,56.54,3.55,0.178,2,0.1,334.3,2376.4,1273.7,35.5,1.78,19.9,Mod. P
Chrysophyllum cainito,Sapotaceae,Panama_Parque_Metropol,S_Amer,53,94,77,49.1,84.7,-0.08,2,2.4,0.37,13.4,29.9,397,1001,104.79,1.87,0.102,1.96,0.11,127.9,807.8,468.1,18.7,1.02,18.4,Mod. P
Cinnamomum triplinerve,Lauraceae,Panama_Parque_Metropol,S_Amer,53,99,44,65.6,112.1,1.99,2.4,2.8,0.39,14.8,28.4,372,998,104.08,2.04,0.1,2.12,0.1,142.2,1076.8,630.1,20.4,1,20.4,Mod. P
Cordia alliodora,Boraginaceae,Panama_Parque_Metropol,S_Amer,53,118,13,68.4,136.6,0.59,2.1,3.5,0.37,16.5,30.8,381,1001,84.29666667,3.66,0.151,3.09,0.13,195.7,1620.3,811.2,36.63,1.51,24.3,Mod. P
Ficus insipida,Moraceae,Panama_Parque_Metropol,S_Amer,53,180,56,67.1,119.3,0.42,9.8,6.8,1.05,16.8,30.2,358,1000,119.815,2.77,0.168,3.32,0.2,139.8,995.4,560.4,27.72,1.68,16.5,Mod. P
Gouania lupuloides,Rhamnaceae,Panama_Parque_Metropol,S_Amer,53,199,71,54.8,96,-0.01,4.6,3.4,0.47,13.3,29.6,395,1000,71.5,2.86,0.16,2.04,0.11,185.3,1342.9,766.8,28.6,1.6,17.9,Mod. P
Ipomoea sp.,Convolvulaceae,Panama_Parque_Metropol,S_Amer,53,229,27,45.6,69.7,1.56,4.7,3,0.51,8.6,31.8,369,1000,63.99,3.85,0.192,2.46,0.12,134.2,1089.3,712.7,38.45,1.92,20.1,Mod. P
Luehea seemanii,Malvaceae,Panama_Parque_Metropol,S_Amer,53,257,51,48.9,86.6,0.48,4.1,3.6,0.52,13.1,29.2,396,1000,106.055,1.95,0.104,2.07,0.11,123.5,816.9,461.4,19.45,1.04,18.7,Mod. P
Luehea seemannii,Malvaceae,Panama_Parque_Metropol,S_Amer,53,258,51,48.6,79.1,0.77,14.2,8.7,1.33,14.8,33.1,350,1701,140.6833333,1.68,0.116,2.35,0.16,105,562.4,345.7,16.81,1.16,14.5,Mod. P
Mikania leiostachya,Asteraceae,Panama_Parque_Metropol,S_Amer,53,283,9,83.2,107.1,1.75,11.7,5.3,0.73,14.9,27.9,377,1001,54.285,3.11,0.237,1.69,0.13,273.6,1972.4,1532.8,31.05,2.37,13.1,Mod. P
Mikania micrantha,Asteraceae,Panama_Parque_Metropol,S_Amer,53,284,9,43.7,95.7,0.66,1.3,3.6,0.34,12.3,28.9,376,1002,37.14,2.76,0.193,1.03,0.07,331.2,2577.9,1175.9,27.6,1.93,14.3,Mod. P
Peritassa pruinosa,Celastraceae,Panama_Parque_Metropol,S_Amer,53,320,21,33.1,65.3,2.08,2,2.9,0.42,7,29.4,374,1001,57.64333333,2.29,0.24,1.28,0.13,120.7,1132,574.6,22.87,2.4,9.5,Mod. P
Pittoniotis trichantha,Rubiaceae,Panama_Parque_Metropol,S_Amer,53,328,73,56.2,113.2,-0.24,4,4.5,0.64,16.4,29,395,999,79.8,2.39,0.124,1.92,0.1,205.5,1418.5,704.1,23.94,1.24,19.4,Mod. P
Schefflera morototoni,Araliaceae,Panama_Parque_Metropol,S_Amer,53,388,7,71.4,152.5,-1.47,6.3,NA,0.76,22.3,30.6,391,1000,118.75,2.46,0.115,2.92,0.14,187.8,1284.1,600.9,24.57,1.15,21.4,Mod. P
Stigmaphyllon hypargineum,Malpighiaceae,Panama_Parque_Metropol,S_Amer,53,412,50,41.6,68.1,0.83,3.1,2,0.33,10.2,28.1,387,1000,70.3725,2.3,0.154,1.63,0.11,145.4,967.3,591.5,23.03,1.54,14.9,Mod. P
unknown,unknown,Panama_Parque_Metropol,S_Amer,53,457,83,42.8,89.6,0.81,1.6,2.3,0.32,9.5,31,380,1000,56.94363636,2.9,0.178,1.62,0.09,167.5,1573.8,751.5,29,1.78,16.3,Mod. P
Chaetocarpus schomburgkianus,Euphorbiaceae,Paracou,S_Amer,54,91,35,25,74.1,0.59,0.8,1.5,0.29,6,31,382,1315,179.88,0.85,0.04,1.52,0.07,33.3,412.2,138.9,8.45,0.4,21.2,Low P
Licania_alba,Chrysobalanaceae,Paracou,S_Amer,54,250,23,23.2,40.4,0.94,2.4,1.3,0.28,4.9,32,384,1300,174.245,1.17,0.034,2.03,0.06,28.4,232.1,132.9,11.67,0.34,34.2,Low P
Lueheopsis_rugosa,Malvaceae,Paracou,S_Amer,54,260,51,17.1,32.7,0.53,0.7,0.7,0.16,7.3,30.5,380,1300,157.155,1.25,0.042,1.97,0.07,46.6,208.4,108.6,12.46,0.42,29.3,Low P
Sterculia_NA,Malvaceae,Paracou,S_Amer,54,409,51,24.4,35.6,0.67,3.5,1.6,0.33,5.2,31.9,382,1299,118.85,1.52,0.047,1.8,0.06,43.4,299.2,205.4,15.15,0.47,32.2,Low P
Sterculia_pruriens,Malvaceae,Paracou,S_Amer,54,410,51,35.6,61.6,0.68,1.8,1.4,0.29,7.5,31.7,380,1299,145.32,1.41,0.062,2.05,0.09,51.7,424,245,14.1,0.62,22.6,Low P
Symphonia_globulifera,Clusiaceae,Paracou,S_Amer,54,418,25,20.3,50.9,0.71,0.6,0.9,0.19,4.7,30.9,384,1307,87.1,1.38,0.049,1.2,0.04,54.1,584.2,232.9,13.81,0.49,28.3,Low P
Tovomita_NA,Clusiaceae,Paracou,S_Amer,54,445,25,21.2,43.7,0.92,0.5,0.5,0.1,4.5,30.1,384,1301,86.27,1.44,0.05,1.24,0.04,52.2,506.8,246.1,14.4,0.5,28.7,Low P
Vouacapoua_americana,Fabaceae,Paracou,S_Amer,54,468,36,21.7,44.3,-0.16,3.8,4.2,0.9,7.5,31,389,1499,68.75,2.26,0.076,1.55,0.05,109.5,644.7,315.9,22.59,0.76,29.8,Low P
Geijera salicifolia,Rutaceae,Rishton Scrub,Australia,55,194,74,52,127.4,0.67,2,2,0.33,11.4,34.1,385,2000,131.7668,2.54,0.161,3.31,0.22,86.6,966.6,394.4,25.41,1.61,15.8,Mod. P
Lysiphyllum hookeri,Fabaceae,Rishton Scrub,Australia,55,261,36,30.3,68.5,0.82,3.2,2.6,0.43,7.5,32.1,390,1999,105.1834,2.13,0.14,2.22,0.15,71.3,651.4,288.5,21.26,1.4,15.2,Mod. P
Planchonella cotinifolia,Sapotaceae,Rishton Scrub,Australia,55,329,77,30.9,72.9,1.02,1.4,1.7,0.28,7.4,31.7,391,2000,137.4973077,2.35,0.134,3.22,0.18,53.8,530.5,224.8,23.49,1.34,17.5,Mod. P
Terminalia oblongata subsp. oblongata,Combretaceae,Rishton Scrub,Australia,55,439,26,61.2,139.9,0.42,3.6,3.7,0.63,13.8,32.6,384,2000,101.088,2.5,0.236,2.53,0.29,136,1384,605.3,24.97,2.36,10.6,Mod. P
Wrightia versicolor,Apocynaceae,Rishton Scrub,Australia,55,470,5,43.4,99.3,0.28,1.8,1.6,0.3,10.2,32.6,386,2000,91.55333333,3.39,0.27,3.1,0.25,111.4,1084.5,474.1,33.88,2.7,12.6,Mod. P
Brunellia stenoptera,Brunelliaceae,SanPedro_01,S_Amer,57,64,14,71.1,125.4,-1.19,1.8,2.1,0.3,19.3,28,375,1799,96.9,1.92,0.138,1.86,0.13,199.4,1294.4,734.2,19.17,1.38,13.9,Mod. P
Cabralea canjerana,Meliaceae,SanPedro_01,S_Amer,57,67,53,43.9,109.5,-0.23,1.1,2,0.25,9.5,26,385,1800,116.7,2.29,0.235,2.67,0.27,81.4,938.7,376.3,22.86,2.35,9.7,Mod. P
Cecropia angustifolia,Moraceae,SanPedro_01,S_Amer,57,86,56,57,92.4,0.2,2.5,2.1,0.3,17.4,25.4,378,1801,102.5,2.38,0.153,2.44,0.16,169.3,901.2,556.5,23.79,1.53,15.5,Mod. P
Chrysophyllum sp.,Sapotaceae,SanPedro_01,S_Amer,57,96,77,49.3,122.5,1.48,1.1,2.8,0.27,7.3,27.4,390,1800,181.9,1.6,0.134,2.91,0.24,40.2,673.4,271.1,16.01,1.34,11.9,Mod. P
Dendropanax cuneatus,Araliaceae,SanPedro_01,S_Amer,57,134,7,31,56.9,0.54,2.3,2.4,0.39,6.4,27.5,391,1800,127.7,2.01,0.138,2.57,0.18,50,445.9,243,20.1,1.38,14.6,Mod. P
Endlicheria chalisea,Lauraceae,SanPedro_01,S_Amer,57,151,44,63,96.6,-1.32,0.4,0.3,0.04,11.6,28.8,386,1799,156.2,1.86,0.097,2.9,0.15,74.4,618.7,403.5,18.59,0.97,19.2,Mod. P
Ficus americana subsp. guianensis,Moraceae,SanPedro_01,S_Amer,57,177,56,88,98.5,0.65,3.4,NA,0.16,14.3,26.2,381,1800,152.8,1.51,0.127,2.3,0.19,93.7,644.4,576.1,15.07,1.27,11.9,Mod. P
Hieronyma macrocarpa,Phyllanthaceae,SanPedro_01,S_Amer,57,214,67,41.7,90.8,0.72,2.1,3.5,0.34,10.7,26.7,387,1800,104.9,1.93,0.143,2.02,0.15,101.9,865.6,397.1,19.3,1.43,13.5,Mod. P
Ilex sp.,Aquifoliaceae,SanPedro_01,S_Amer,57,223,6,47.9,98,0.89,1.1,2.1,0.23,9.4,27,387,1800,162.7,1.17,0.048,1.91,0.08,58,602.6,294.3,11.71,0.48,24.4,Low P
Licania sp.,Chrysobalanaceae,SanPedro_01,S_Amer,57,248,23,58.1,130.5,0.03,3.5,4.6,0.61,12.6,27.4,384,1801,142.5,1.74,0.108,2.48,0.15,88.7,916,407.5,17.37,1.08,16.1,Mod. P
Miconia coelestis,Melastomataceae,SanPedro_01,S_Amer,57,275,52,81.9,175.5,-1.5,1.9,2.5,0.3,17.6,26.6,378,1800,74.4,2.25,0.12,1.67,0.09,236.4,2359.4,1101.4,22.5,1.2,18.8,Mod. P
Pourouma bicolor subsp. scobina,Urticaceae,SanPedro_01,S_Amer,57,338,84,59.2,107.6,-1.46,2,1.8,0.24,13.3,26.4,383,1799,93.1,2.11,0.225,1.96,0.21,143.1,1156.1,635.4,21.08,2.25,9.4,Mod. P
Pouteria sagotiana,Sapotaceae,SanPedro_01,S_Amer,57,347,77,35.5,69.7,-0.51,1.4,1.5,0.2,5.6,27.4,393,1799,136.6,1.74,0.128,2.38,0.17,41,510.4,259.8,17.4,1.28,13.6,Mod. P
Pouteria torta,Sapotaceae,SanPedro_01,S_Amer,57,349,77,34.8,71.1,-0.19,1.1,1.3,0.2,9.7,27,388,1799,120.7,1.97,0.09,2.38,0.11,80.7,588.9,288.6,19.7,0.9,21.9,Low P
Protium sagotianum,Burseraceae,SanPedro_01,S_Amer,57,359,15,44.5,109.7,-0.3,0.7,1.2,0.15,8.7,27,388,1800,169.5,1.59,0.111,2.7,0.19,51.3,647.4,262.6,15.93,1.11,14.4,Mod. P
Protium spruceanum cf,Burseraceae,SanPedro_01,S_Amer,57,360,15,48.8,99.3,0.04,2.3,2.7,0.35,7.9,27.6,387,1799,112.5,1.74,0.11,1.95,0.12,70.5,883.1,433.5,17.36,1.1,15.8,Mod. P
sp1(1046WFR) sp.,NA,SanPedro_01,S_Amer,57,405,NA,39.7,91.2,0.04,0.6,1.9,0.15,5.8,27.9,393,1800,107.8,1.57,0.117,1.69,0.13,53.8,845.7,368.3,15.65,1.17,13.4,Mod. P
sp5(1101KGC) sp.,NA,SanPedro_01,S_Amer,57,406,NA,18.3,47.6,-0.11,1,NA,0.23,4.5,27.5,394,1800,92.7,1.95,0.103,1.8,0.1,48.7,513.1,197.2,19.46,1.03,18.9,Mod. P
Tapirira obtusa,Anacardiaceae,SanPedro_01,S_Amer,57,431,2,35.4,80.5,0.28,1,1.7,0.21,8,27.9,390,1800,156.1333333,1.38,0.111,2.15,0.17,51.5,515.4,226.4,13.77,1.11,12.4,Mod. P
Eucalyptus coolibah,Myrtaceae,Sturt Plains,Australia,58,162,59,28.7,71.1,1.52,2.6,3.5,0.41,4.4,36,389,2000,218.2833333,1.07,0.058,2.34,0.13,20.3,325.8,131.4,10.69,0.58,18.3,Low P
Eucalyptus pruinosa,Myrtaceae,Sturt Plains,Australia,58,168,59,62.7,109.4,0.53,3.9,3.5,0.52,14,32,381,2000,273.6333333,1.03,0.051,2.81,0.14,51.2,399.9,229.3,10.28,0.51,20.1,Low P
Buchenavia tomentosa,Combretaceae,Sucusari_01,S_Amer,59,65,26,24.9,67.7,0.72,0.4,0.7,0.12,7.2,29.3,390,1800,119.6,1.71,0.087,2.04,0.1,60.5,565.6,208,17.08,0.87,19.6,Low P
Couepia bracteosa,Chrysobalanaceae,Sucusari_01,S_Amer,59,125,23,47.4,110.1,0.59,1.3,1.6,0.28,13.7,27.9,382,1800,172.2,1.09,0.034,1.88,0.06,79.4,639.4,275.1,10.93,0.34,32.1,Low P
Eschweilera itayensis,Lecythidaceae,Sucusari_01,S_Amer,59,156,45,34.5,59.5,0.47,0.7,0.6,0.13,10.2,29.1,387,1800,86.9,1.04,0.058,0.9,0.05,117,684.6,397.1,10.4,0.58,17.9,Low P
Gustavia hexapetala,Lecythidaceae,Sucusari_01,S_Amer,59,205,45,43.7,72.8,-0.17,7.3,NA,0.59,9.1,30.9,389,1800,111.8,2.99,0.138,3.35,0.15,81.8,651.5,391.2,29.92,1.38,21.7,Mod. P
Helicostylis scabra,Moraceae,Sucusari_01,S_Amer,59,212,56,31.9,68.1,1.55,1.8,1.9,0.38,8.3,30.2,381,1800,80,1.75,0.1,1.4,0.08,103.3,850.8,398.7,17.52,1,17.5,Mod. P
Inga capitata,Fabaceae,Sucusari_01,S_Amer,59,227,36,39.1,89.5,0.85,1,1.2,0.21,10.1,28.8,387,1799,138.9,3.09,0.091,4.29,0.13,73,644.4,281.3,30.86,0.91,33.9,Low P
Minquartia guianensis,Olacaceae,Sucusari_01,S_Amer,59,286,62,25.3,72,1.46,0.9,1.8,0.3,5.6,29.2,393,1799,104.5,1.56,0.085,1.63,0.09,53.4,689.2,241.9,15.59,0.85,18.3,Low P
Nealchornea yapurensis,Euphorbiaceae,Sucusari_01,S_Amer,59,295,35,40.4,104.9,0.42,2.8,4.3,0.7,10,29.1,387,1799,115.3,1.4,0.078,1.61,0.09,86.5,909.6,350.3,13.97,0.78,17.9,Low P
Ruptiliocarpon caracolito,Lepidobotryaceae,Sucusari_01,S_Amer,59,382,47,21.4,57.9,0.7,0.7,1,0.19,6,28.7,393,1801,100.5,1.18,0.056,1.18,0.06,59.5,575.8,212.7,11.78,0.56,21,Low P
Talisia sylvatica,Sapindaceae,Sucusari_01,S_Amer,59,429,76,28.6,75.5,0.97,0.7,1.1,0.19,7,29.1,392,1800,172.7,1.26,0.071,2.18,0.12,40.5,437.3,165.8,12.62,0.71,17.8,Low P
Vismia amazonica,Clusiaceae,Sucusari_01,S_Amer,59,461,25,68.7,156.2,-0.27,1.5,2,0.3,21,29.2,374,1800,132.4,1.21,0.061,1.61,0.08,158.7,1179.8,519.1,12.13,0.61,19.9,Low P
Bixa arborea,Bixaceae,Tambopata_06,S_Amer,60,53,11,53,90.6,-0.16,0.4,0.3,0.05,13.4,28.8,383,1800,74.8,2.21,0.093,1.65,0.07,179.1,1211.3,708.6,22.12,0.93,23.8,Mod. P
Cabralea canjerana,Meliaceae,Tambopata_06,S_Amer,60,67,53,45.3,98.2,0.92,4.3,6,0.95,9.3,28.2,380,1800,69.5,3.95,0.305,2.74,0.21,133.4,1412.6,651.4,39.46,3.05,12.9,Mod. P
Clarisia racemosa,Fabaceae,Tambopata_06,S_Amer,60,101,36,35.6,76.2,1.48,2.8,2.6,0.44,8.2,29.9,382,1800,105.2,2.44,0.186,2.56,0.2,78.2,724.1,338.4,24.38,1.86,13.1,Mod. P
Cordia sp.,Boraginaceae,Tambopata_06,S_Amer,60,119,13,66.2,103.7,0.3,9.7,5.5,0.89,16.3,30,366,1800,117.7,2.51,0.108,2.95,0.13,138.3,881.5,562.6,25.1,1.08,23.2,Mod. P
Dipteryx alata,Fabaceae,Tambopata_06,S_Amer,60,140,36,57.2,80.2,0.47,5.2,3.2,0.59,16.4,30,366,1801,111.5,2.1,0.127,2.34,0.14,147.2,719.5,513.4,20.99,1.27,16.5,Mod. P
Ficus schultesii,NA,Tambopata_06,S_Amer,60,183,NA,45.6,83.3,0.32,2.8,2.5,0.44,13.2,30.8,372,1800,150.8,1.52,0.101,2.3,0.15,87.6,552.4,302.1,15.22,1.01,15.1,Mod. P
Hymenaea courbaril var. longifolia,Fabaceae,Tambopata_06,S_Amer,60,219,36,61.6,107.8,0.59,4.3,3.8,0.5,14.5,27.8,370,1801,112.2,1.74,0.099,1.96,0.11,128.8,960.8,549.1,17.44,0.99,17.6,Mod. P
Ocotea bofo,Lauraceae,Tambopata_06,S_Amer,60,305,44,41,78.9,-0.04,1.6,1.5,0.27,9.7,30,380,1800,127.2,1.79,0.051,2.28,0.06,75.9,619.9,322.5,17.92,0.51,35.1,Low P
Ocotea sp.,Lauraceae,Tambopata_06,S_Amer,60,307,44,47.6,91.4,2,2.5,2,0.36,11.7,30.8,376,1799,111.6,1.88,0.099,2.09,0.11,104.6,818.9,426.2,18.75,0.99,18.9,Mod. P
Pourouma minor,Urticaceae,Tambopata_06,S_Amer,60,340,84,48.8,78.4,0.4,2.3,3.9,0.33,14.2,30.8,370,1799,108.2,2.11,0.131,2.28,0.14,131.2,724.1,450.7,21.08,1.31,16.1,Mod. P
Pouteria torta subsp. tuberculata,Sapotaceae,Tambopata_06,S_Amer,60,351,77,47.7,108.8,0.78,1.6,1.8,0.29,7.9,30.6,384,1800,116.8,1.76,0.089,2.05,0.1,67.2,931.2,408.6,17.57,0.89,19.7,Low P
Sloanea brevipes,Elaeocarpaceae,Tambopata_06,S_Amer,60,400,33,70.7,87.1,0.18,8.6,2.8,0.52,12.1,30.9,375,1801,124.7,1.64,0.064,2.05,0.08,97,698.6,567.2,16.43,0.64,25.7,Low P
Sorocea trophoides,Moraceae,Tambopata_06,S_Amer,60,404,56,36.5,75.1,0.77,3.2,2.8,0.47,9.9,29.9,379,1799,95.7,2.63,0.158,2.52,0.15,103.3,784.2,381.1,26.32,1.58,16.7,Mod. P
Thyrsodium sp.,Anacardiaceae,Tambopata_06,S_Amer,60,443,2,66.5,109.2,0.37,3,2.8,0.41,13.5,28.1,371,1799,117.5,1.4,0.103,1.65,0.12,114.8,929.2,566,14.03,1.03,13.6,Mod. P
Trattinnickia glaziovii,Burseraceae,Tambopata_06,S_Amer,60,446,15,48.8,90.9,0.59,3.9,3.6,0.6,14,29.5,370,1800,96.6,1.65,0.18,1.6,0.17,145,941,505.6,16.52,1.8,9.2,Mod. P
unidentified,NA,Tambopata_06,S_Amer,60,456,NA,39.5,72.1,0.2,2.3,1.6,0.3,11.6,30.3,375,1799,92.23333333,1.82,0.027,2.52,0.03,125.7,782.2,428,18.2,0.27,67.4,Low P
Eucalyptus delegatensis,Myrtaceae,Tumbarumba,Australia,61,163,59,94.7,184.3,2.52,4.9,6.8,0.73,20.2,26.3,376,1500,215.3100884,1.35,0.145,2.84,0.31,93.6,856,439.6,13.54,1.45,9.3,Mod. P
Clethra fagifolia,Clethraceae,Tupiro_08,S_Amer,62,103,24,50.6,107,0.33,1.6,2,0.29,10.9,24.6,386,1799,189.6,1.14,0.052,2.17,0.1,57.5,564.5,266.7,11.42,0.52,22,Low P
Clethra sp.,Clethraceae,Tupiro_08,S_Amer,62,105,24,89.8,188.6,0.03,3.1,3.8,0.39,13.1,22.8,383,1801,198,1.13,0.121,2.23,0.24,66.3,952.7,453.3,11.26,1.21,9.3,Mod. P
Freziera karsteniana,Pentaphylacaceae,Tupiro_08,S_Amer,62,189,66,73.1,180.3,-0.6,1.3,2.3,0.22,13.5,22.5,382,1799,160.8,1.51,0.27,2.43,0.43,84,1121.1,454.5,15.13,2.7,5.6,Mod. P
Hieronyma sp2(1124WFR),Phyllanthaceae,Tupiro_08,S_Amer,62,215,67,78.8,204.8,0.63,2.6,6.9,0.53,10.5,24.6,387,1800,106.2,2.16,0.161,2.29,0.17,99,1928.9,742.1,21.56,1.61,13.4,Mod. P
Myrsine coriacea,Primulaceae,Tupiro_08,S_Amer,62,293,69,75.9,173.5,-0.04,1.4,3.1,0.23,9,23.6,389,1799,147.7,1.59,0.137,2.35,0.2,60.9,1175,513.9,15.93,1.37,11.6,Mod. P
Nectandra cuspidata,Lauraceae,Tupiro_08,S_Amer,62,296,44,51,103.6,0.85,2.4,2.9,0.43,12.6,25.1,384,1799,188.1,1.07,0.034,2.01,0.06,67,550.8,271.2,10.7,0.34,31.5,Low P
Prunus pleiantha,Rosaceae,Tupiro_08,S_Amer,62,363,72,55.5,96.9,0.74,5.7,7.2,0.84,9.8,25.3,387,1799,163.9,0.98,0.057,1.61,0.09,59.5,590.9,338.3,9.82,0.57,17.2,Low P
Axinaea sp.,Melastomataceae,Wayquecha_01,S_Amer,64,43,52,71.1,133.2,1.85,4.6,4.8,0.59,7.9,25.4,383,1800,77.1,3.87,0.396,2.99,0.31,102.6,1727.5,921.7,38.74,3.96,9.8,Mod. P
Cinnamomum floccosum,Lauraceae,Wayquecha_01,S_Amer,64,98,44,59.4,97.1,0.96,4.5,3.3,0.49,8.3,27.3,390,1800,141.2,2.04,0.209,2.88,0.3,58.6,687.5,420.8,20.37,2.09,9.7,Mod. P
Clethra cuneata,Clethraceae,Wayquecha_01,S_Amer,64,102,24,98.3,204.5,0.82,4,5,0.5,11,27.3,376,1800,212.7,1.46,0.169,3.1,0.36,51.8,961.4,462,14.56,1.69,8.6,Mod. P
Hedyosmum maximum,Chloranthaceae,Wayquecha_01,S_Amer,64,211,22,36.3,63.7,0.76,1.5,2,0.26,5.4,28.7,387,1800,129.9,1.82,0.154,2.37,0.2,41.6,490.7,279.6,18.23,1.54,11.8,Mod. P
